stop_lat,stop_code,stop_lon,timepoint,stop_url,stop_id,stop_desc,stop_name,location_type,zone_id
42.9648903,6238,-87.9884829,0,,6238,,S60 & BOTTSFORD,0,
42.9722381,6235,-87.9882004,0,,6235,,S60 & NORWICH,0,
42.9741284,6234,-87.9881607,0,,6234,,S60 & HOWARD,0,
42.9668302,6237,-87.9884528,0,,6237,,S60 & COLD SPRING,0,
42.9693781,6236,-87.9883504,0,,6236,,S60 & PLAINFIELD,0,
42.9794699,6231,-87.9880375,0,,6231,,S60 & WARNIMONT,0,
42.9813478,6230,-87.988073,0,,6230,,S60 & MORGAN,0,
42.97707,6232,-87.9881313,1,,6232,,S60 & FOREST HOME,0,
42.9918005,1948,-87.9286042,0,,1948,,S13 & DAKOTA,0,
42.9773097,1942,-87.9289525,0,,1942,,S13 & WILBUR,0,
43.0646895,7309,-88.0665418,0,,7309,,N124 & ARBOR,0,
42.990045,1947,-87.9286636,1,,1947,,S13 & MANITOBA,0,
42.984599,1945,-87.9287806,0,,1945,,S13 & OHIO,0,
43.1197383,818,-87.950454,0,,818,,TEUTONIA & REICHERT,0,
43.1021211,810,-87.945296,0,,810,,TEUTONIA & CORNELL,0,
43.1043413,811,-87.9463701,1,,811,,TEUTONIA & HAMPTON,0,
43.1062658,812,-87.9474449,0,,812,,TEUTONIA & STARK,0,
43.1084879,813,-87.9485333,1,,813,,TEUTONIA & FAIRMOUNT,0,
43.111746,814,-87.9497489,0,,814,,TEUTONIA & VILLARD,0,
43.1146844,815,-87.9500099,0,,815,,TEUTONIA & CUSTER,0,
43.1190016,817,-87.9503172,0,,817,,TEUTONIA & SILVER SPRING,0,
43.0850596,1991,-87.925881,0,,1991,,ATKINSON & N12,0,
43.083899,1990,-87.9231907,0,,1990,,ATKINSON & N10,0,
43.0984365,2851,-88.0659629,0,,2851,,N124 & RUBY,0,
43.0679944,3767,-87.9643477,0,,3767,,CENTER & N41,0,
42.988418,5096,-88.0102007,0,,5096,,OKLAHOMA & STRATTON,0,
43.0843388,1397,-87.8877565,0,,1397,,OAKLAND & MENLO,0,
43.0147251,1620,-88.0465413,0,,1620,,S108 & ORCHARD,0,
42.9536933,5465,-88.0080596,0,,5465,,S76 & HOLMES,0,
42.9863695,6404,-88.027292,0,,6404,,S92 & BELOIT,0,
42.9591284,5467,-88.0035034,0,,5467,,LAYTON & S72,0,
43.0320019,7042,-87.99727,0,,7042,,N68 & STEVENSON,0,
42.9591491,5469,-87.9987533,1,,5469,,LAYTON & S68,0,
43.0197478,1627,-88.0171342,0,,1627,,S84 & WASHINGTON,0,
43.0882484,1994,-87.9330937,0,,1994,,ATKINSON & N18,0,
43.0026482,5266,-88.0174213,1,,5266,,LINCOLN & S84,0,
43.0026358,5265,-88.0206589,0,,5265,,LINCOLN & S86,0,
43.0167889,1703,-87.9972605,1,,1703,,GREENFIELD & S68,0,
43.0167552,1704,-87.9997077,1,,1704,,GREENFIELD & S70,0,
42.984581,5184,-87.8942234,0,,5184,,CLEMENT & S3280,0,
43.0025171,5260,-88.0317997,1,,5260,,LINCOLN & NATIONAL,0,
43.0167095,1708,-88.0046015,0,,1708,,GREENFIELD & S74,0,
43.0746362,5853,-88.0455437,1,,5853,,BURLEIGH & N106,0,
43.0163373,1624,-88.031872,0,,1624,,GREENFIELD & S96,0,
43.0027072,5269,-88.0102465,0,,5269,,LINCOLN & S78,0,
43.0026901,5268,-88.0129364,0,,5268,,LINCOLN & S80,0,
43.0520909,4573,-88.0037387,1,,4573,,HARWOOD & MILWAUKEE,0,
43.0515171,4574,-88.0049812,0,,4574,,HARWOOD & LINCOLN,0,
43.050431,4575,-88.0065884,1,,4575,,HARWOOD & WAUWATOSA,0,
43.0523733,4576,-88.0071478,0,,4576,,WAUWATOSA & MILWAUKEE,0,
42.9593815,5437,-87.9251793,0,,5437,,LAYTON & W1020,0,
43.0441815,2988,-87.9317651,0,,2988,,HIGHLAND & N15,0,
43.0442019,2983,-87.9405821,0,,2983,,HIGHLAND & N22,0,
43.0441773,2982,-87.9451546,0,,2982,,HIGHLAND & N25,0,
43.0442064,2981,-87.9431179,0,,2981,,HIGHLAND & N24,0,
43.0084986,3024,-87.9332671,0,,3024,,S16 & RODGERS,0,
43.0442181,2987,-87.9343837,0,,2987,,HIGHLAND & N17,0,
43.0442082,2986,-87.9356526,0,,2986,,HIGHLAND & N18,0,
43.0441863,2985,-87.9380744,0,,2985,,HIGHLAND & N20,0,
43.0672604,3651,-87.8779622,0,,3651,,DOWNER & PARK,0,
43.1342173,301,-88.0055682,1,,301,,MILL & N76,0,
43.1775567,1016,-87.9703261,0,,1016,,BROWN DEER & ARBON,0,
43.0345986,1017,-87.9168095,1,,1017,,ST PAUL & N5,0,
43.1785044,1010,-87.9922254,1,,1010,,PARK PLAZA & BROWN DEER,0,
42.962439,8516,-87.9094698,0,,8516,,HOWELL & VAN NORMAN,0,
42.9845325,8517,-87.9056826,0,,8517,,HOWELL & OHIO,0,
43.1489877,303,-88.0253567,0,,303,,N91 & GOOD HOPE,0,
43.1658087,8044,-88.0445802,0,,8044,,N107 & N8199,0,
43.1683899,8045,-88.044547,0,,8045,,N107 & VILLA,0,
43.1713157,8046,-88.0445118,0,,8046,,N107 & DONNA,0,
43.0602988,4199,-87.8999102,0,,4199,,NORTH & WEIL,0,
43.17477,8048,-88.0444536,1,,8048,,N107 & HEATHER,0,
43.0504232,1239,-87.9033253,0,,1239,,VAN BUREN & PLEASANT,0,
43.1119527,5670,-87.9562685,0,,5670,,VILLARD & N35,0,
43.1119689,5671,-87.9587464,0,,5671,,VILLARD & N37,0,
43.111996,5673,-87.9631697,1,,5673,,VILLARD & HOPKINS,0,
43.048059,4358,-87.8971717,0,,4358,,OGDEN & FARWELL,0,
43.0478533,4359,-87.8952403,0,,4359,,PROSPECT & OGDEN,0,
43.1120611,5676,-87.9711914,0,,5676,,VILLARD & N47,0,
43.1120656,5677,-87.9736603,0,,5677,,VILLARD & N49,0,
43.0456354,4354,-87.9034072,0,,4354,,VAN BUREN & JUNEAU,0,
43.0479743,4355,-87.9033442,0,,4355,,VAN BUREN & OGDEN,0,
43.0480382,4357,-87.8991634,0,,4357,,OGDEN & ASTOR,0,
43.0412485,4351,-87.9029102,0,,4351,,VAN BUREN & WELLS,0,
43.043119,4353,-87.9031784,0,,4353,,VAN BUREN & KILBOURN,0,
43.0601249,4116,-88.0628187,0,,4116,,NORTH & N120,0,
42.9811978,6503,-88.027881,0,,6503,,S92 & MORGAN,0,
42.9866816,6501,-88.0277645,0,,6501,,S92 & BELOIT,0,
42.9883931,6500,-88.0278122,1,,6500,,S92 & OKLAHOMA,0,
42.9775116,6504,-88.0279142,0,,6504,,S92 & WILBER,0,
43.0013502,432,-87.8952368,1,,432,,BAY & CONWAY,0,
43.0333489,430,-87.9848022,0,,430,,HAWLEY & PARK HILL,0,
43.0673786,3809,-87.9005912,0,,3809,,CENTER & BREMAN,0,
43.0674675,3808,-87.9030327,0,,3808,,CENTER & PIERCE,0,
43.067479,3804,-87.9112604,0,,3804,,CENTER & N1,0,
43.0674171,3807,-87.9055837,1,,3807,,CENTER & HOLTON,0,
43.0674487,3806,-87.907971,0,,3806,,CENTER & RICHARDS,0,
43.0675303,3801,-87.9200521,0,,3801,,CENTER & N7,0,
43.0675498,3800,-87.9242703,0,,3800,,CENTER & N10,0,
43.0674979,3802,-87.9172306,0,,3802,,CENTER & N5,0,
43.0678902,6437,-88.0072592,0,,6437,,N76 & CENTER,0,
43.0102232,2285,-87.9740002,0,,2285,,BURNHAM & W4900,0,
43.0643059,6435,-88.0073106,0,,6435,,WAUWATOSA & WRIGHT,0,
43.0625864,6434,-88.0073561,0,,6434,,WAUWATOSA & MEINECKE,0,
43.1119706,5708,-87.9815483,0,,5708,,VILLARD & N55,0,
43.111928,5709,-87.9790405,0,,5709,,VILLARD & N53,0,
43.0568186,6431,-88.0072709,0,,6431,,WAUWATOSA & KENWOOD,0,
43.055059,6430,-88.0072497,0,,6430,,WAUWATOSA & HILLCREST,0,
43.1120698,5705,-87.9963728,0,,5705,,VILLARD & N68,0,
43.1120596,5706,-87.9937696,0,,5706,,VILLARD & N66,0,
43.1119818,5707,-87.9839181,0,,5707,,VILLARD & N57,0,
43.1121944,5701,-88.0064383,0,,5701,,VILLARD & N76,0,
43.0716058,6439,-88.0072455,0,,6439,,N76 & LOCUST,0,
43.1121284,5703,-88.0012176,0,,5703,,VILLARD & N72,0,
43.0680747,9555,-87.9573163,1,,9555,,N35 & CENTER,0,
43.0748343,2249,-87.9075733,0,,2249,,BURLEIGH & RICHARDS,0,
43.0967654,4398,-88.0277883,0,,4398,,N92 & CONGRESS,0,
43.0210442,1960,-87.9251762,0,,1960,,S11 & MINERAL,0,
43.0937933,4776,-88.0073757,1,,4776,,APPLETON & N76,0,
43.1051852,4774,-88.016711,0,,4774,,APPLETON & HAMPTON,0,
43.0974958,4775,-88.010362,0,,4775,,APPLETON & CONGRESS,0,
43.1199342,4772,-88.0350117,0,,4772,,SILVER SPRING & APPLETON,0,
43.1174369,4773,-88.0323268,1,,4773,,TIMMERMAN & LOT,0,
43.0883507,4771,-88.0026054,0,,4771,,APPLETON & CHAPMAN,0,
43.085265,4778,-88.000624,0,,4778,,APPLETON & VIENNA-NASH,0,
43.1112331,2247,-88.0244469,0,,2247,,APPLETON & VILLARD,0,
42.9772871,6890,-88.007536,0,,6890,,S76 & WILBUR,0,
42.954936,4682,-87.8499799,1,,4682,,LAKE & SOMERS,0,
43.0598075,4179,-88.0639718,1,,4179,,NORTH & 12011 W.,0,
43.075521,5818,-87.9971746,0,,5818,,BURLEIGH & N68,0,
43.0754982,5819,-88.0011809,0,,5819,,BURLEIGH & LISBON,0,
42.984577,6892,-88.007372,0,,6892,,S76 & OHIO,0,
43.0753172,5810,-87.9771325,0,,5810,,BURLEIGH & N51,0,
43.0753388,5811,-87.979584,0,,5811,,BURLEIGH & N53,0,
43.0753542,5812,-87.9818373,0,,5812,,BURLEIGH & N55,0,
43.0753986,5813,-87.984962,0,,5813,,BURLEIGH & N58,0,
43.0753867,5814,-87.9869279,1,,5814,,BURLEIGH & N60,0,
43.0754967,5816,-87.9921855,0,,5816,,BURLEIGH & APPLETON,0,
42.9918812,6894,-88.0073753,0,,6894,,S76 & DAKOTA,0,
42.9514879,2949,-87.879732,0,,2949,,PENNSYLVANIA & EDGERTON,0,
43.1084279,4291,-87.9666712,0,,4291,,SHERMAN & FAIRMOUNT,0,
42.9480223,2948,-87.879781,0,,2948,,PENNSYLVANIA & INTERNATIONAL,0,
43.0152694,4618,-87.9576903,0,,4618,,S35 & BRANTING,0,
42.9128782,2467,-87.9208088,0,,2467,,S6 & BURKHARD,0,
42.988069,238,-88.0238501,0,,238,,OKLAHOMA & BELOIT,0,
42.9880605,239,-88.0178026,0,,239,,OKLAHOMA & S84,0,
42.9486686,2946,-87.8800014,0,,2946,,PENNSYLVANIA & INTERNATIONAL,0,
42.9879379,235,-88.0406812,0,,235,,OKLAHOMA & S103,0,
42.9880038,236,-88.0321434,0,,236,,OKLAHOMA & S96,0,
42.9880483,237,-88.0276831,0,,237,,OKLAHOMA & S92,0,
42.9882085,230,-88.0402639,0,,230,,OKLAHOMA & S103,0,
42.9882509,231,-88.0467425,0,,231,,OKLAHOMA & S108,0,
42.9883095,232,-88.0544718,1,,232,,OKLAHOMA & S114,0,
43.019208,4616,-87.9578506,0,,4616,,S35 & SCOTT,0,
43.0601783,2228,-87.9114126,0,,2228,,NORTH & N1,0,
43.1430351,2229,-88.0450773,1,,2229,,N107 & FOND DU LAC,0,
43.0602477,2226,-87.9172905,0,,2226,,NORTH & N5,0,
43.0602083,2227,-87.914391,1,,2227,,NORTH & DR. MLK DRIVE,0,
43.0602224,2224,-87.9219072,0,,2224,,NORTH & N8,0,
43.0601682,2225,-87.9195113,0,,2225,,NORTH & N7,0,
43.0603401,2222,-87.9271502,0,,2222,,NORTH & N12,0,
43.0603084,2223,-87.9243627,0,,2223,,NORTH & N10,0,
43.060339,2220,-87.9302532,0,,2220,,NORTH & N14,0,
43.0603294,2221,-87.928221,1,,2221,,NORTH & TEUTONIA,0,
42.9737661,2704,-88.0274215,0,,2704,,HOWARD & S92,0,
43.0972893,146,-88.0096025,0,,146,,CONGRESS & APPLETON,0,
43.0973346,145,-88.0067936,0,,145,,CONGRESS & N76,0,
43.0973261,143,-88.0016802,0,,143,,CONGRESS & N72,0,
43.097326,141,-87.9966803,0,,141,,CONGRESS & N68,0,
42.9157155,2468,-87.919773,0,,2468,,S6 & RAWSON,0,
43.0972078,148,-88.0146723,0,,148,,CONGRESS & N82,0,
43.0971793,149,-88.0171301,0,,149,,CONGRESS & N84,0,
43.1131379,4505,-87.906747,0,,4505,,SANTA MONICA & LEXINGTON,0,
43.1111805,4504,-87.9067631,0,,4504,,SANTA MONICA & HENRY CLAY,0,
43.1181768,4507,-87.9068852,0,,4507,,SANTA MONICA & SILVER SPRING,0,
43.1159031,4506,-87.9066709,0,,4506,,SANTA MONICA & BIRCH,0,
43.1056294,4501,-87.9069406,0,,4501,,SANTA MONICA & CHATEAU,0,
43.1035001,4500,-87.9070147,0,,4500,,SANTA MONICA & HAMPTON,0,
43.1093798,4503,-87.906857,0,,4503,,SANTA MONICA & LANCASTER,0,
43.1075635,4502,-87.906893,0,,4502,,SANTA MONICA & FAIRMONT,0,
43.0123396,7823,-87.9328831,1,,7823,,MITCHELL & S16,0,
43.0117603,7822,-87.9100697,1,,7822,,KK & S1718,0,
43.01224,7820,-87.9332904,1,,7820,,MITCHELL & S16,0,
43.1133035,4509,-87.9070185,0,,4509,,SANTA MONICA & LEXINGTON,0,
43.1160889,4508,-87.9069268,0,,4508,,SANTA MONICA & BIRCH,0,
43.0103388,7824,-87.9574697,1,,7824,,BURNHAM & S35,0,
42.9690399,2088,-87.9390429,0,,2088,,S20 & PLAINFIELD,0,
42.9668137,2089,-87.9390244,0,,2089,,S20 & BOLIVAR,0,
42.9776138,2083,-87.9389206,0,,2083,,S20 & WILBUR,0,
42.9812864,2081,-87.9388459,0,,2081,,S20 & MORGAN,0,
42.9741994,2085,-87.9390225,0,,2085,,S20 & HOWARD,0,
43.0497583,3056,-87.9139365,0,,3056,,CHERRY & DR. MLK DRIVE,0,
43.0169755,2532,-87.9548146,0,,2532,,GREENFIELD & S33,0,
43.0167585,2530,-87.9580819,0,,2530,,GREENFIELD & S35,0,
43.0747805,2536,-87.8787401,1,,2536,,KENWOOD & STOWELL,0,
42.9595492,5452,-87.9805907,0,,5452,,LAYTON & S53,0,
43.0294392,2535,-87.9999618,0,,2535,,KEARNEY & S70,0,
42.9595296,5453,-87.9852025,0,,5453,,LAYTON & S57,0,
42.9595184,5454,-87.988282,1,,5454,,LAYTON & S60,0,
42.8989563,2719,-87.9129841,1,,2719,,W TOWN SQUARE WAY & MEIJER,0,
42.9595001,5455,-87.9914327,0,,5455,,LAYTON & S62,0,
43.0311903,7220,-87.9184427,1,,7220,,S6 & CANAL,0,
43.0413281,7223,-87.9187393,0,,7223,,N6 & KILBOURN,0,
42.9885765,5079,-87.9530292,0,,5079,,OKLAHOMA & S31,0,
43.0482603,7225,-87.9184895,0,,7225,,N6 & VLIET,0,
42.9594693,5456,-87.9949724,0,,5456,,LAYTON & W6510,0,
43.0529503,7227,-87.9184133,1,,7227,,N6 & WALNUT,0,
43.0507819,7226,-87.9184486,0,,7226,,N6 & GALENA,0,
43.0563307,7229,-87.9183431,0,,7229,,N6 & BROWN,0,
42.9883346,5073,-87.9262278,0,,5073,,OKLAHOMA & S11,0,
42.9885494,5076,-87.9421134,0,,5076,,OKLAHOMA & S22,0,
42.98869,5077,-87.9456304,1,,5077,,OKLAHOMA & S25,0,
43.1121018,1833,-87.9565017,0,,1833,,N35 & VILLARD,0,
43.1175379,1830,-87.956451,0,,1830,,N35 & SHERIDAN,0,
43.1157984,1831,-87.956483,0,,1831,,N35 & CUSTER,0,
43.0676089,3799,-87.9270609,0,,3799,,CENTER & N12,0,
43.1071944,1837,-87.953243,0,,1837,,CAMERON & N32,0,
43.1101987,1834,-87.9565916,0,,1834,,N35 & N5111,0,
43.0677682,3795,-87.942632,0,,3795,,CENTER & N24,0,
43.0677989,3794,-87.9450904,0,,3794,,CENTER & N25,0,
43.1047804,1838,-87.9530534,0,,1838,,N32 & HAMPTON,0,
43.1012105,1839,-87.9530944,0,,1839,,N32 & ATKINSON,0,
43.0678073,3791,-87.9542316,0,,3791,,CENTER & N32,0,
43.0678181,3792,-87.9513226,0,,3792,,CENTER & N30,0,
42.9449886,6248,-88.0083274,1,,6248,,GRANGE & S76,0,
43.0188898,2155,-87.9329393,0,,2155,,CESAR CHAVEZ & SCOTT,0,
43.1050929,939,-88.0183003,0,,939,,HAMPTON & GRANTOSA,0,
43.0209984,2157,-87.9330094,0,,2157,,CESAR CHAVEZ & MINERAL,0,
43.0091836,2150,-87.9330533,0,,2150,,S16 & FOREST HOME,0,
43.012166,2151,-87.9329506,1,,2151,,S16 & MITCHELL,0,
43.0140286,2152,-87.9329419,0,,2152,,CESAR CHAVEZ & LAPHAM,0,
42.9923956,9567,-87.9104337,0,,9567,,CHASE & DAKOTA,0,
43.1050596,933,-88.0018018,0,,933,,HAMPTON & N72,0,
43.1050477,932,-87.9992514,0,,932,,HAMPTON & N70,0,
43.1049681,931,-87.9950363,1,,931,,HAMPTON & FOND DU LAC,0,
43.0228176,2158,-87.9329816,1,,2158,,CESAR CHAVEZ & NATIONAL,0,
43.0241096,2159,-87.9329454,0,,2159,,S16 & PIERCE,0,
43.1778368,2408,-87.9744064,1,,2408,,BROWN DEER & N51,0,
42.9592378,4877,-87.9439803,0,,4877,,LAYTON & S23,0,
43.0474443,9708,-88.0315267,0,,9708,,DISCOVERY & 1225 N.,0,
43.0062785,1954,-87.9262068,0,,1954,,WINDLAKE & BECHER,0,
43.0139726,1957,-87.9253083,0,,1957,,S11 & LAPHAM,0,
43.0100804,1956,-87.9254833,0,,1956,,S11 & BURNHAM,0,
42.9990973,1951,-87.9283744,0,,1951,,S13 & ARTHUR,0,
43.0043366,1953,-87.9282628,0,,1953,,S13 & WINDLAKE,0,
43.0116516,9700,-88.0073571,0,,9700,,S76 & NATIONAL (FARSIDE),0,
43.0475063,9701,-88.0310847,0,,9701,,DISCOVERY & 1300 N. (FARSIDE),0,
43.0565223,9703,-88.0272489,0,,9703,,SWAN & MENOMONEE RIVER PARKWAY,0,
43.0188978,1959,-87.9252288,0,,1959,,S11 & SCOTT,0,
43.0606737,9705,-88.0276621,1,,9705,,SWAN & NORTH AVENUE,0,
43.0565028,9706,-88.0276421,0,,9706,,SWAN & MENOMONEE RIVER PARKWAY (FARSIDE),0,
43.1047416,7317,-88.0460705,0,,7317,,HAMPTON & N107,0,
43.1047082,7316,-88.0508435,0,,7316,,HAMPTON & N110,0,
43.1336677,829,-87.9657932,1,,829,,SHERMAN & MILL,0,
43.0029435,1824,-88.0269405,0,,1824,,S92 & LINCOLN,0,
43.13378,821,-87.9529206,0,,821,,TEUTONIA & N6400,0,
43.1236192,820,-87.951223,0,,820,,TEUTONIA & ORIOLE,0,
43.016589,6976,-88.0002476,1,,6976,,S70 & GREENFIELD,0,
43.0151697,6977,-88.000257,0,,6977,,S70 & ORCHARD,0,
43.0012876,1821,-88.0333922,0,,1821,,NATIONAL & S97,0,
43.068048,4312,-87.9676513,0,,4312,,SHERMAN & CENTER,0,
42.9591738,4878,-87.939208,0,,4878,,LAYTON & S20,0,
42.9078493,1483,-87.8518196,0,,1483,,S5 & MARQUETTE,0,
42.9096311,1480,-87.8570668,0,,1480,,MADISON & S8,0,
42.995215,6408,-88.0271055,0,,6408,,S92 & CLEVELAND,0,
42.9017095,1486,-87.8521132,0,,1486,,S5 & MACKINAC,0,
42.9043893,1485,-87.852023,0,,1485,,S5 & MARION,0,
42.9590184,5494,-87.8999119,1,,5494,,LAYTON & PINE,0,
42.9601494,5496,-87.8895629,0,,5496,,BRUST & PRICE,0,
42.8980002,1488,-87.8523403,0,,1488,,S5 & COLUMBIA,0,
42.959079,5490,-87.9190013,1,,5490,,LAYTON & S6,0,
42.9590202,5492,-87.9128966,0,,5492,,LAYTON & W167,0,
42.9590475,5493,-87.909963,1,,5493,,LAYTON & HOWELL,0,
43.0167049,1713,-88.0168319,1,,1713,,GREENFIELD & S84,0,
43.0167082,1712,-88.012673,1,,1712,,GREENFIELD & S81,0,
43.0166978,1711,-88.0094118,0,,1711,,GREENFIELD & S78,0,
43.0167194,1710,-88.0070436,0,,1710,,GREENFIELD & S76,0,
43.0165997,1717,-88.0342016,0,,1717,,GREENFIELD & S98,0,
43.0166098,1716,-88.0290809,0,,1716,,GREENFIELD & S94,0,
43.0165892,1715,-88.0245783,0,,1715,,GREENFIELD & S90,0,
43.0639089,790,-87.9287024,0,,790,,TEUTONIA & WRIGHT,0,
43.016559,1719,-88.0466428,1,,1719,,GREENFIELD & S108,0,
43.0024728,5259,-88.0346976,1,,5259,,LINCOLN & S98,0,
42.9985438,2145,-87.9351174,0,,2145,,WINDLAKE & S18,0,
43.0788192,798,-87.9328622,0,,798,,TEUTONIA & CONCORDIA,0,
43.0485302,612,-87.9404637,0,,612,,VLIET & N22,0,
42.9973203,2144,-87.9364333,0,,2144,,WINDLAKE & HARRISON,0,
43.0485482,613,-87.937961,0,,613,,VLIET & N20,0,
42.996554,2143,-87.9382472,0,,2143,,S20 & WINDLAKE,0,
42.9331776,1272,-87.8608413,0,,1272,,PACKARD & KIMBERLY,0,
42.9942633,2142,-87.9383057,0,,2142,,S20 & 2745,0,
42.9881686,1139,-87.9676782,1,,1139,,S43 & OKLAHOMA,0,
42.9371424,1273,-87.860191,0,,1273,,PACKARD & RAMSEY,0,
42.9912561,2141,-87.9383584,0,,2141,,S20 & KK PARKWAY,0,
42.9396753,1274,-87.8598877,0,,1274,,PACKARD & BIRCHWOOD,0,
43.1224485,1134,-87.9858862,0,,1134,,N60 & CARMEN,0,
43.0130908,6978,-88.0002644,0,,6978,,S70 & NATIONAL,0,
43.0122614,7789,-87.9107557,1,,7789,,MITCHELL & KK,0,
43.0640976,4066,-87.9473998,0,,4066,,N27 & WRIGHT,0,
42.9445054,1277,-87.8598729,1,,1277,,PACKARD & GRANGE,0,
43.1047677,922,-87.9738125,0,,922,,HAMPTON & N49,0,
43.0526632,3019,-88.0473392,0,,3019,,MAYFAIR & WALNUT,0,
42.9885168,7148,-87.9191467,1,,7148,,S6 & OKLAHOMA,0,
42.9867777,7149,-87.9191718,1,,7149,,S6 & EUCLID,0,
43.1039792,1359,-87.8967826,1,,1359,,HAMPTON & MARLBOROUGH,0,
43.1295405,3012,-87.9862181,0,,3012,,N60 & DOUGLAS,0,
43.1268295,3013,-87.9860826,0,,3013,,N60 & FLORIST,0,
43.0896897,3010,-87.9355315,1,,3010,,CAPITOL & ATKINSON,0,
42.9385151,3011,-87.8800951,0,,3011,,PENNSYLVANIA & HANSEN LOGISTICS WAY,0,
43.1748718,3016,-87.9123917,0,,3016,,PORT WASHINGTON & 8700,0,
43.1286479,3014,-87.9857042,0,,3014,,N60 & DOUGLAS,0,
42.9977545,7143,-87.9189253,0,,7143,,S6 & HARRISON,0,
43.0385667,518,-88.0274667,1,,518,,N92 & WISCONSIN,0,
43.0063695,2149,-87.9331558,0,,2149,,S16 & BECHER,0,
43.0426848,1009,-87.9146219,0,,1009,,DR. MLK DRIVE & STATE,0,
43.0394006,1008,-87.9191335,1,,1008,,N6 & WISCONSIN,0,
43.146837,1006,-88.0250646,0,,1006,,N91 & ROCHELLE,0,
43.0458182,512,-88.0233223,0,,512,,WATERTOWNPK & 8948,0,
43.0412561,515,-88.0264426,1,,515,,N92 & FROEDTERT HOSPITAL,0,
43.0381358,517,-88.0316774,0,,517,,N95 & WISCONSIN,0,
42.9883479,8501,-88.0649121,0,,8501,,OKLAHOMA & S122,0,
43.0741962,4188,-88.0476636,1,,4188,,MAYFAIR & BURLEIGH,0,
43.0477833,620,-87.9242864,0,,620,,WINNEBAGO & N10,0,
43.026473,627,-87.911198,0,,627,,S1 & VIRGINIA,0,
43.119513,1221,-87.9863273,0,,1221,,N60 & SILVER SPRING,0,
43.0433491,624,-87.9192131,0,,624,,N6 & STATE,0,
43.0598839,4181,-88.0591332,0,,4181,,NORTH & N117,0,
43.1045852,8508,-88.0662807,1,,8508,,HAMPTON & N124,0,
43.0596658,4183,-88.0484731,0,,4183,,NORTH & MAYFAIR,0,
43.0598966,4182,-88.0566109,0,,4182,,NORTH & N115,0,
43.0675353,4185,-88.0475705,0,,4185,,CENTER & MAYFAIR,0,
43.0618965,4184,-88.0474811,0,,4184,,MAYFAIR & N2400,0,
43.1161794,1229,-87.9863214,0,,1229,,N60 & CUSTER,0,
43.0701886,4186,-88.0476321,0,,4186,,MAYFAIR & N2848,0,
43.1117089,5663,-87.9391871,0,,5663,,VILLARD & N22,0,
43.1116657,5662,-87.9362868,0,,5662,,VILLARD & N20,0,
43.1116666,5661,-87.9332105,1,,5661,,VILLARD & GREEN BAY,0,
43.1081567,5660,-87.9319788,0,,5660,,GREEN BAY & FAIRMOUNT,0,
43.1118707,5667,-87.9476229,0,,5667,,VILLARD & N28,0,
43.0128598,6531,-88.0169588,0,,6531,,S84 & LAPHAM,0,
42.9692239,7562,-87.9290331,0,,7562,,S13 & SONATA,0,
43.1118899,5668,-87.9497426,0,,5668,,VILLARD & TEUTONIA,0,
43.0384493,6538,-88.0151132,0,,6538,,GLENVIEW & WISCONSIN,0,
43.0421197,6539,-88.0137517,0,,6539,,GLENVIEW & CURRIE,0,
43.0470227,2882,-88.0128661,1,,2882,,HARWOOD & GLENVIEW,0,
43.1187252,2881,-87.9563573,1,,2881,,N35 / SILVER SPRING,0,
43.0144417,7491,-87.9677966,1,,7491,,MILLER PARKWAY & TARGET,0,
43.138153,7497,-88.0381891,0,,7497,,FOND DU LAC & BOURBON,0,
43.0693724,3878,-87.9500764,0,,3878,,FOND DU LAC & N29,0,
42.9663844,3879,-88.017955,0,,3879,,S84 & COLDSPRING,0,
43.0847155,3870,-87.9700645,1,,3870,,FOND DU LAC & ROOSEVELT,0,
43.080882,3871,-87.9650941,0,,3871,,FOND DU LAC & TOWNSEND,0,
42.9590587,3872,-88.0227924,0,,3872,,LAYTON & SUPREME (S. 87TH),0,
43.0773327,3873,-87.9604671,0,,3873,,FOND DU LAC & N38,0,
42.9601822,3874,-88.0179996,0,,3874,,N84 & LAYTON (SURA),0,
43.1484386,8478,-87.9410501,0,,8478,,GOOD HOPE & W2400,0,
43.0750065,5864,-88.0177143,1,,5864,,BURLEIGH & N84,0,
43.1482546,8475,-87.9491232,1,,8475,,GOOD HOPE & W3003,0,
43.1481009,8477,-87.9410442,0,,8477,,GOOD HOPE & W2315,0,
43.0796608,8476,-88.0662677,0,,8476,,N124 & TOWNSEND,0,
43.1778885,7566,-88.0249288,1,,7566,,BROWN DEER & N91,0,
43.1775814,7567,-88.0444516,0,,7567,,N107 & BROWN DEER,0,
42.977246,6400,-88.027571,0,,6400,,S92 & WILBER,0,
42.9807799,6401,-88.0274119,0,,6401,,S92 & MORGAN,0,
43.0727242,15,-87.9540135,1,,15,,FOND DU LAC & N32,0,
43.0673715,14,-87.9470622,1,,14,,FOND DU LAC & N27,0,
43.082866,17,-87.9669792,1,,17,,FOND DU LAC & SHERMAN,0,
43.1118732,5718,-87.9567169,0,,5718,,VILLARD & N35,0,
43.0944244,19,-87.9817085,0,,19,,FOND DU LAC & ELY,0,
43.0896709,18,-87.9757177,1,,18,,FOND DU LAC & CAPITOL,0,
43.1119093,5715,-87.9637341,1,,5715,,VILLARD & HOPKINS,0,
43.1118798,5713,-87.9666473,1,,5713,,VILLARD & SHERMAN,0,
